index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province
3108,chartwell westmount long term care residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,200,david bergey drive,N2E3Y4,kitchener,on
3109,chartwell westmount on william retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,599,william avenue,P3A5E3,sudbury,on
3110,chartwell westmount retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,190,david bergey drive,N2E3Y4,kitchener,on
3111,chartwell whispering pines retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,140,letitia street,L4N1P5,barrie,on
3112,chartwell white eagle long term care residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,138,dowling avenue,M6K3A6,toronto,on
3113,chartwell willowdale retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,9,armstrong drive,K7A5H7,smiths falls,on
3114,chartwell willowgrove long term care residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,1217,old mohawk road,L9K1P6,hamilton,on
3115,chartwell woodhaven long term care residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,380,church street,L6B1E1,markham,on
3116,chartwell wynfield long term care residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,451,woodmount drive,L1G8E3,hampton,on
3117,chartwell wynfield retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,431,woodmount drive,L1K0P7,oshawa,on
3118,chateau glengarry,retirement home,Nursing and residential care facilities,Province of Ontario,,105,st paul street e,K0C1A0,alexandria,on
3119,chateau park long term care home,long-term care home,Nursing and residential care facilities,Province of Ontario,,2990,riverside drive w,N9C1A2,windsor,on
3120,chatham retirement resort,retirement home,Nursing and residential care facilities,Province of Ontario,,25,keil drive n,N7L5J9,chatham-kent,on
3121,chatham-kent community health centres,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,1574,lincoln road,N8Y2J4,windsor,on
3122,chatham-kent family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,20,emma street,N7L5K5,chatham-kent,on
3123,chatham-kent health alliance,general,Hospitals,Public Health Agency of Canada,,80,grand ave w,N7M5L9,chatham,on
3124,chatham-kent health alliance - (css),community support service,Ambulatory health care services,Province of Ontario,,80,grand avenue w,N7M5L9,chatham-kent,on
3125,chatham-kent health alliance - chatham site,hospital - corporation,Hospitals,Province of Ontario,,80,grand avenue w,N7M5L9,chatham,on
3126,chatham-kent health alliance - sydenham district hospital campus,general,Hospitals,Public Health Agency of Canada,,325,margaret ave,N8A2A7,wallaceburg,on
3127,chatham-kent health alliance - sydenham site,hospital - site,Hospitals,Province of Ontario,,325,margaret avenue,N8A2A7,wallaceburg,on
3128,chatham-kent health alliance — chatham campus,long term care,Hospitals,Canadian Institute for Health Information,,,,N7M5L9,chatham,on
3129,chatham-kent health alliance — sydenham campus,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,N8A2A7,wallaceburg,on
3130,chatham-kent health unit,public health unit office,Ambulatory health care services,Province of Ontario,,435,grand avenue w,N7M5L8,chatham-kent,on
3131,chelsey park,long-term care home,Nursing and residential care facilities,Province of Ontario,,310,oxford street w,N6H4N6,london,on
3132,chelsey park retirement community,retirement home,Nursing and residential care facilities,Province of Ontario,,312,oxford street w,N6H4N7,london,on
3133,cheltenham care community,long-term care home,Nursing and residential care facilities,Province of Ontario,,5935,bathurst street,M2R1Y8,toronto,on
3134,cheshire homes (hastings-prince edward) inc.,community support service,Ambulatory health care services,Province of Ontario,,41,pinnacle street s,K8N3A1,belleville,on
3135,cheshire homes - peel cheshire homes inc. (brampton),community support service,Ambulatory health care services,Province of Ontario,,156,murray street,L6X3L7,brampton,on
3136,cheshire homes - peel cheshire homes inc. (streetsville),community support service,Ambulatory health care services,Province of Ontario,,361,queen street s,L5M1M3,mississauga,on
3137,cheshire homes of london,community support service,Ambulatory health care services,Province of Ontario,,1111,elias street,N5W5L1,london,on
3138,chester village,long-term care home,Nursing and residential care facilities,Province of Ontario,,3555,danforth avenue,M1L1E3,toronto,on
3139,chez nous retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,6815,tecumseh road,N0R1N0,lakeshore,on
3140,chiefs of ontario,community support service,Ambulatory health care services,Province of Ontario,,468,queen street e,M5A1T7,toronto,on
3141,child and parent resource institute,psychiatric,Hospitals,Public Health Agency of Canada,,600,sanatorium rd,N6H3W7,london,on
3142,children's centre thunder bay,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,283,lisgar street,P7B6G6,thunder bay,on
3143,children's hospital of eastern ontario,hospital - corporation,Hospitals,Province of Ontario,,401,smyth road,K1H8L1,ottawa,on
3144,children's hospital of eastern ontario (cheo),mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,2675,queensview drive,K2B8K2,ottawa,on
3145,chinese family services of ontario,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,3330,midland avenue,M1V5E7,toronto,on
3146,chippewas of georgina island first nations,community support service,Ambulatory health care services,Province of Ontario,,,rr 2,L0E1R0,georgina,on
3147,chippewas of kettle and stony point home support program,community support service,Ambulatory health care services,Province of Ontario,,6275,indian lane,N0N1J1,lambton shores,on
3148,chippewas of nawash unceded first nation,community support service,Ambulatory health care services,Province of Ontario,,135,lakeshore boulevard,N0H2T0,wiarton,on
3149,chippewas of rama,community support service,Ambulatory health care services,Province of Ontario,,5884,rama road,L3V6H6,orillia,on
3150,chippewas of saugeen (css),community support service,Ambulatory health care services,Province of Ontario,,57,mason drive,N0H2L0,southampton,on
3151,chippewas of the thames band (css),community support service,Ambulatory health care services,Province of Ontario,,,,,muncey,on
3152,chirs,community support service,Ambulatory health care services,Province of Ontario,,62,finch avenue w,M2N7G1,toronto,on
3153,choices for change: alcohol drug and gambling counselling centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,29,kingston street,N7A3K2,goderich,on
3154,choices living retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,326,12 street,N4N1V6,hanover,on
3155,christie gardens,retirement home,Nursing and residential care facilities,Province of Ontario,,600,melita crescent,M6G3Z4,toronto,on
3156,christie oaks care home,retirement home,Nursing and residential care facilities,Province of Ontario,,128,cobblehill road,L7J2N6,acton,on
3157,churchill place,retirement home,Nursing and residential care facilities,Province of Ontario,,345,church street,L6J7G4,oakville,on
3158,cilt (centre for independent living in toronto) (df),community support service,Ambulatory health care services,Province of Ontario,,365,bloor street e,M4W3L4,toronto,on
3159,circle of home care services (toronto),community support service,Ambulatory health care services,Province of Ontario,,4211,yonge street,M2P2A9,toronto,on
3160,cite parkway retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,380,leboutillier avenue,K1K3W3,ottawa,on
3161,city housing hamilton,community support service,Ambulatory health care services,Province of Ontario,,55,hess street s,L8N4E5,hamilton,on
3162,city of hamilton,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,21,hunter street e,L8N1M2,hamilton,on
3163,macassa lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L8V3M7,hamilton,on
3164,wentworth lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L9H4C4,dundas,on
3165,city of kawartha lakes family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,55,angeline street n,K9V5B7,kawartha lakes,on
3166,city of lakes family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,960,notre dame avenue,P3A2T4,sudbury,on
